,lon,lat,locality,year,month,kingdom,class,family,genus,species,new,state,country
4454,-4.0807,50.3153,Wembury,1931,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"50.3153,-4.0807",England,United Kingdom
4455,-4.0807,50.3153,Wembury,1931,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"50.3153,-4.0807",England,United Kingdom
4456,-4.0807,50.3153,Wembury,1931,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.3153,-4.0807",England,United Kingdom
4480,12.55,56.08,Boderne,1931,6.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"56.08,12.55",Region Hovedstaden,Danmark
4486,-70.6708,41.5256,Woods Hole,1931,6.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.5256,-70.6708",Massachusetts,United States
4487,9.5844,57.2514,Blokhus,1931,6.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta,"57.2514,9.5844",Region Nordjylland,Danmark
4505,-70.6612,41.5293,Woods Hole,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5293,-70.6612",Massachusetts,United States
4507,-70.6759,41.5209,Woods Hole,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"41.5209,-70.6759",Massachusetts,United States
4509,-70.6666,41.5201,Woods Hole,1931,7.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.5201,-70.6666",Massachusetts,United States
4510,-70.6759,41.5209,Woods Hole,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5209,-70.6759",Massachusetts,United States
4512,-70.7557,41.4834,Gosnold,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"41.4834,-70.7557",Massachusetts,United States
4517,-70.6666,41.5201,Woods Hole,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"41.5201,-70.6666",Massachusetts,United States
4518,-70.7,41.5153,Gosnold,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"41.5153,-70.7",Massachusetts,United States
4520,-70.6812,41.5172,Woods Hole,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"41.5172,-70.6812",Massachusetts,United States
4522,-70.6812,41.5172,Woods Hole,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5172,-70.6812",Massachusetts,United States
4523,-70.9224,41.4509,Gosnold,1931,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.4509,-70.9224",Massachusetts,United States
4525,-70.6812,41.5172,Woods Hole,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5172,-70.6812",Massachusetts,United States
4527,-70.9224,41.4509,Gosnold,1931,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.4509,-70.9224",Massachusetts,United States
4528,-70.6812,41.5172,Woods Hole,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5172,-70.6812",Massachusetts,United States
4529,-70.9224,41.4509,Gosnold,1931,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.4509,-70.9224",Massachusetts,United States
4531,-70.666,41.5201,Woods Hole,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"41.5201,-70.666",Massachusetts,United States
4534,-70.921,41.4513,Gosnold,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.4513,-70.921",Massachusetts,United States
4536,-70.6809,41.5172,Woods Hole,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5172,-70.6809",Massachusetts,United States
4537,-70.6667,41.5194,Woods Hole,1931,7.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.5194,-70.6667",Massachusetts,United States
4548,9.9669,57.5869,Hirtshals,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.5869,9.9669",Region Nordjylland,Danmark
4552,9.9669,57.5869,Hirtshals,1931,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.5869,9.9669",Region Nordjylland,Danmark
4566,9.95,57.6,Hirtshals,1931,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"57.6,9.95",Region Nordjylland,Danmark
4567,9.0,57.0,Øsløs,1931,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"57.0,9.0",Region Nordjylland,Danmark
4568,9.0,57.0,Øsløs,1931,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.0,9.0",Region Nordjylland,Danmark
4569,9.0,57.0,Øsløs,1931,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.0,9.0",Region Nordjylland,Danmark
4570,9.0,57.0,Øsløs,1931,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.0,9.0",Region Nordjylland,Danmark
4579,-2.3578,55.9373,Cockburnspath,1931,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"55.9373,-2.3578",Scotland,United Kingdom
4580,-63.4568,46.5021,Bayview,1931,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"46.5021,-63.4568",Prince Edward Island,Canada
4581,-63.4568,46.5021,Bayview,1931,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"46.5021,-63.4568",Prince Edward Island,Canada
4582,-63.4568,46.5021,Bayview,1931,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"46.5021,-63.4568",Prince Edward Island,Canada
4583,-63.4568,46.5021,Bayview,1931,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"46.5021,-63.4568",Prince Edward Island,Canada
4584,-63.4568,46.5021,Bayview,1931,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"46.5021,-63.4568",Prince Edward Island,Canada
4585,-63.4568,46.5021,Bayview,1931,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"46.5021,-63.4568",Prince Edward Island,Canada
4586,-63.4568,46.5021,Bayview,1931,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"46.5021,-63.4568",Prince Edward Island,Canada
4587,-63.4568,46.5021,Bayview,1931,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"46.5021,-63.4568",Prince Edward Island,Canada
4588,-63.4568,46.5021,Bayview,1931,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"46.5021,-63.4568",Prince Edward Island,Canada
4593,-70.6812,41.5172,Woods Hole,1931,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"41.5172,-70.6812",Massachusetts,United States
4608,-70.6661,41.5196,Woods Hole,1931,11.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"41.5196,-70.6661",Massachusetts,United States
4662,10.0,57.0,Gistrup,1932,7.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium tomentosum,"57.0,10.0",Region Nordjylland,Danmark
4663,10.0,57.0,Gistrup,1932,7.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium tomentosum,"57.0,10.0",Region Nordjylland,Danmark
4664,10.0,57.0,Gistrup,1932,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
4665,10.0,57.0,Gistrup,1932,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.0,10.0",Region Nordjylland,Danmark
4666,10.0,57.0,Gistrup,1932,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.0,10.0",Region Nordjylland,Danmark
4697,-4.6089,48.0281,Primelin,1932,8.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta,"48.0281,-4.6089",Bretagne,France
4700,-70.8163,41.2565,Chilmark,1932,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.2565,-70.8163",Massachusetts,United States
4701,-70.8148,41.2561,Chilmark,1932,8.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"41.2561,-70.8148",Massachusetts,United States
4702,-70.8163,41.2565,Chilmark,1932,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.2565,-70.8163",Massachusetts,United States
4704,-69.9453,41.8418,Eastham,1932,8.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"41.8418,-69.9453",Massachusetts,United States
4706,-70.8163,41.2565,Chilmark,1932,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.2565,-70.8163",Massachusetts,United States
4707,-70.8163,41.2565,Chilmark,1932,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"41.2565,-70.8163",Massachusetts,United States
4708,-70.8163,41.2565,Chilmark,1932,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.2565,-70.8163",Massachusetts,United States
4719,1.4151,51.9954,Bawdsey,1932,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"51.9954,1.4151",England,United Kingdom
4720,1.3298,52.0691,Sutton,1932,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"52.0691,1.3298",England,United Kingdom
4731,-0.7509,50.7593,Pagham,1932,10.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.7593,-0.7509",England,United Kingdom
4738,146.801,-41.0653,Low Head,1932,11.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"-41.0653,146.801",Tasmania,Australia
4746,1.4151,51.9954,Bawdsey,1932,12.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"51.9954,1.4151",England,United Kingdom
4819,10.0,57.0,Gistrup,1933,6.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
4820,10.0,57.0,Gistrup,1933,6.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
4821,10.0,57.0,Gistrup,1933,6.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
4822,10.0,57.0,Gistrup,1933,6.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
4823,10.0,57.0,Gistrup,1933,6.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.0,10.0",Region Nordjylland,Danmark
4824,10.0,57.0,Gistrup,1933,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.0,10.0",Region Nordjylland,Danmark
4825,10.0,57.0,Gistrup,1933,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.0,10.0",Region Nordjylland,Danmark
4826,10.0,57.0,Gistrup,1933,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.0,10.0",Region Nordjylland,Danmark
4827,10.0,57.0,Gistrup,1933,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.0,10.0",Region Nordjylland,Danmark
4861,10.0,57.0,Gistrup,1933,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
4862,10.0,57.0,Gistrup,1933,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
4863,10.0,57.0,Gistrup,1933,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
4864,10.0,57.0,Gistrup,1933,7.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"57.0,10.0",Region Nordjylland,Danmark
4865,10.0,57.0,Gistrup,1933,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.0,10.0",Region Nordjylland,Danmark
4866,10.0,57.0,Gistrup,1933,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"57.0,10.0",Region Nordjylland,Danmark
4867,-70.6547,41.3614,West Tisbury,1933,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.3614,-70.6547",Massachusetts,United States
4888,-70.8381,41.3506,Aquinnah,1933,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.3506,-70.8381",Massachusetts,United States
4917,-69.2492,48.1427,Rivière-Trois-Pistoles,1933,8.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"48.1427,-69.2492",Québec,Canada
4947,-70.6799,41.5213,Woods Hole,1934,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"41.5213,-70.6799",Massachusetts,United States
5004,-4.6099,53.2512,Rhoscolyn,1934,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"53.2512,-4.6099",Cymru / Wales,United Kingdom
5005,-4.5263,53.224,Rhosneigr,1934,4.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta,"53.224,-4.5263",Cymru / Wales,United Kingdom
5006,-4.652,53.2867,Penrhosfeilw,1934,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"53.2867,-4.652",Cymru / Wales,United Kingdom
5008,-4.2153,53.319,Benllech,1934,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"53.319,-4.2153",Cymru / Wales,United Kingdom
5009,-4.652,53.2867,Penrhosfeilw,1934,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"53.2867,-4.652",Cymru / Wales,United Kingdom
5022,-64.2225,44.5617,East Chester,1934,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"44.5617,-64.2225",Nova Scotia,Canada
5027,-64.2224,44.5647,East Chester,1934,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"44.5647,-64.2224",Nova Scotia,Canada
5028,-64.2224,44.5647,East Chester,1934,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"44.5647,-64.2224",Nova Scotia,Canada
5029,-64.2224,44.5647,East Chester,1934,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"44.5647,-64.2224",Nova Scotia,Canada
5033,-70.9189,42.4265,Nahant,1934,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"42.4265,-70.9189",Massachusetts,United States
5068,10.0,57.0,Gistrup,1934,7.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium tomentosum,"57.0,10.0",Region Nordjylland,Danmark
5069,10.0,57.0,Gistrup,1934,7.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium tomentosum,"57.0,10.0",Region Nordjylland,Danmark
5070,10.0,57.0,Gistrup,1934,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
5071,10.0,57.0,Gistrup,1934,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
5072,10.0,57.0,Gistrup,1934,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
5073,10.0,57.0,Gistrup,1934,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
5074,10.0,57.0,Gistrup,1934,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.0,10.0",Region Nordjylland,Danmark
5075,10.0,57.0,Gistrup,1934,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.0,10.0",Region Nordjylland,Danmark
5076,10.0,57.0,Gistrup,1934,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.0,10.0",Region Nordjylland,Danmark
5077,10.0,57.0,Gistrup,1934,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.0,10.0",Region Nordjylland,Danmark
5078,10.0,57.0,Gistrup,1934,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"57.0,10.0",Region Nordjylland,Danmark
5093,-71.8573,41.072,Montauk,1934,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.072,-71.8573",New York,United States
5094,-71.8573,41.07,Montauk,1934,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"41.07,-71.8573",New York,United States
5095,-71.8573,41.072,Montauk,1934,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.072,-71.8573",New York,United States
5096,-71.8573,41.072,Montauk,1934,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"41.072,-71.8573",New York,United States
5097,-71.8573,41.072,Montauk,1934,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.072,-71.8573",New York,United States
5099,-70.9224,41.4509,Gosnold,1934,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.4509,-70.9224",Massachusetts,United States
5126,12.0,56.0,Asserbo,1934,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"56.0,12.0",Region Hovedstaden,Danmark
5127,12.0,56.0,Asserbo,1934,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"56.0,12.0",Region Hovedstaden,Danmark
5128,12.0,56.0,Asserbo,1934,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"56.0,12.0",Region Hovedstaden,Danmark
5129,12.0,56.0,Asserbo,1934,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"56.0,12.0",Region Hovedstaden,Danmark
5130,-0.5282,54.4303,Robin Hood's Bay,1934,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"54.4303,-0.5282",England,United Kingdom
5132,-0.5282,54.4303,Robin Hood's Bay,1934,8.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"54.4303,-0.5282",England,United Kingdom
5136,-0.5282,54.4303,Robin Hood's Bay,1934,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"54.4303,-0.5282",England,United Kingdom
5137,-0.5282,54.4303,Robin Hood's Bay,1934,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"54.4303,-0.5282",England,United Kingdom
5138,-0.5282,54.4303,Robin Hood's Bay,1934,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"54.4303,-0.5282",England,United Kingdom
5142,-0.5282,54.4303,Robin Hood's Bay,1934,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"54.4303,-0.5282",England,United Kingdom
5143,-71.8573,41.072,Montauk,1934,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"41.072,-71.8573",New York,United States
5145,-71.8573,41.072,Montauk,1934,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"41.072,-71.8573",New York,United States
5148,-71.8573,41.072,Montauk,1934,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.072,-71.8573",New York,United States
5149,-64.3488,49.808,Port-Menier,1934,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"49.808,-64.3488",Québec,Canada
5162,-3.1179,47.479,Port Maria,1934,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"47.479,-3.1179",Bretagne,France
5175,115.5423,-31.9919,Kingstown,1934,10.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"-31.9919,115.5423",Western Australia,Australia
5275,-71.8573,41.072,Montauk,1935,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.072,-71.8573",New York,United States
5277,-70.8381,41.3506,Aquinnah,1935,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.3506,-70.8381",Massachusetts,United States
5279,-70.8381,41.3506,Aquinnah,1935,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.3506,-70.8381",Massachusetts,United States
5283,-70.8381,41.3506,Aquinnah,1935,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.3506,-70.8381",Massachusetts,United States
5288,-70.6809,41.5172,Woods Hole,1935,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5172,-70.6809",Massachusetts,United States
5289,-70.6809,41.5172,Woods Hole,1935,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5172,-70.6809",Massachusetts,United States
5349,-4.5362,52.9397,Morfa Nefyn,1935,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"52.9397,-4.5362",Cymru / Wales,United Kingdom
5352,-4.5362,52.9397,Morfa Nefyn,1935,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"52.9397,-4.5362",Cymru / Wales,United Kingdom
5353,-4.5362,52.9397,Morfa Nefyn,1935,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"52.9397,-4.5362",Cymru / Wales,United Kingdom
5356,-4.5362,52.9397,Morfa Nefyn,1935,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"52.9397,-4.5362",Cymru / Wales,United Kingdom
5357,-4.5362,52.9397,Morfa Nefyn,1935,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"52.9397,-4.5362",Cymru / Wales,United Kingdom
5362,-73.1187,40.9768,Old Field,1935,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"40.9768,-73.1187",New York,United States
5414,9.9669,57.5869,Hirtshals,1936,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.5869,9.9669",Region Nordjylland,Danmark
5418,9.9669,57.5869,Hirtshals,1936,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.5869,9.9669",Region Nordjylland,Danmark
5444,-70.9213,41.4507,Gosnold,1936,7.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.4507,-70.9213",Massachusetts,United States
5468,-64.3488,49.808,Port-Menier,1936,8.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta,"49.808,-64.3488",Québec,Canada
5479,12.0,56.0,Asserbo,1936,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"56.0,12.0",Region Hovedstaden,Danmark
5550,-61.1075,14.6093,L'Enclos,1937,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"14.6093,-61.1075",Martinique,France
5551,-61.1075,14.6093,L'Enclos,1937,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"14.6093,-61.1075",Martinique,France
5584,-70.9236,41.45,Gosnold,1937,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"41.45,-70.9236",Massachusetts,United States
5585,-70.6736,41.5125,Gosnold,1937,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"41.5125,-70.6736",Massachusetts,United States
5586,-70.6764,41.5208,Woods Hole,1937,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5208,-70.6764",Massachusetts,United States
5587,-70.6736,41.5125,Gosnold,1937,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"41.5125,-70.6736",Massachusetts,United States
5602,-70.6881,41.5121,Gosnold,1937,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"41.5121,-70.6881",Massachusetts,United States
5603,-70.6744,41.5256,Woods Hole,1937,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.5256,-70.6744",Massachusetts,United States
5605,-70.9213,41.4507,Gosnold,1937,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"41.4507,-70.9213",Massachusetts,United States
5609,-69.4003,48.3488,Les Escoumins,1937,8.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"48.3488,-69.4003",Québec,Canada
5625,-0.482,50.8026,Angmering on Sea,1937,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.8026,-0.482",England,United Kingdom
5678,-71.9276,41.0684,Montauk,1938,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.0684,-71.9276",New York,United States
5679,-71.9276,41.0684,Montauk,1938,5.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"41.0684,-71.9276",New York,United States
5683,-71.9276,41.0684,Montauk,1938,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"41.0684,-71.9276",New York,United States
5695,-66.0992,44.5,Sandy Cove,1938,6.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"44.5,-66.0992",Nova Scotia,Canada
5701,-77.0369,34.6993,Bogue,1938,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"34.6993,-77.0369",North Carolina,United States
5702,-77.0369,34.6993,Bogue,1938,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"34.6993,-77.0369",North Carolina,United States
5709,-2.489,48.6448,Erquy,1938,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"48.6448,-2.489",Bretagne,France
5711,-2.4877,48.6439,Erquy,1938,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"48.6439,-2.4877",Bretagne,France
5714,-2.4886,48.6451,Erquy,1938,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"48.6451,-2.4886",Bretagne,France
5735,-70.6785,41.5233,Woods Hole,1938,7.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.5233,-70.6785",Massachusetts,United States
5736,-66.0992,44.5,Sandy Cove,1938,7.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta,"44.5,-66.0992",Nova Scotia,Canada
5738,-66.0992,44.5,Sandy Cove,1938,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"44.5,-66.0992",Nova Scotia,Canada
